knowledge,issue_category,reference_url,knowledge_type
文書の本文が始まることの明示,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
参考文献のスタイル設定が必要,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFファイルにメタデータが含まれることの重要性,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFファイルの検索エンジン最適化のためのメタデータの必要性,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDF	ex{} と互換性のないイラストの変換が必要,['形式'],Copy of AAAI-format.tex,学会フォーマット
epsファイルはepstopdfパッケージで変換可能,['形式'],Copy of AAAI-format.tex,学会フォーマット
psファイルはPDFに変換する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
メタデータにLaTeXコードや非ASCII文字を含めないことが重要,['形式'],Copy of AAAI-format.tex,学会フォーマット
タイトルは論文に表示される通りに入力する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
著者名は論文に表示される順に入力し、カンマで区切る必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
キーワードはキーワードフィールドに含めることができる,['形式'],Copy of AAAI-format.tex,学会フォーマット
文書の準備は特定のコマンドに従って行う必要がある,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
aaai.styおよびaaai.bstと互換性のないパッケージが存在する,['形式'],Copy of AAAI-format.tex,学会フォーマット
hyperrefパッケージは使用できない,['形式'],Copy of AAAI-format.tex,学会フォーマット
論文は8.5 x 11インチのUSレターサイズで二段組にフォーマットする必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
上部、左、右のマージンはそれぞれ0.75インチ、下部のマージンは1.25インチである必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
デフォルトの用紙サイズはA4であるが、USレターサイズに変更する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
文書クラスのオプションに[letterpaper]を含める必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFLaTeXを使用し、ページサイズを明示的に設定する必要がある場合がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
Geometryパッケージを使用してページサイズを変更してはいけない,['形式'],Copy of AAAI-format.tex,学会フォーマット
各列の幅は3.3インチで、列間の隙間は0.375インチである必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
論文が長すぎる場合は、フレンチスペーシングを有効にすることで句点後のスペースを減らすことができる,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
図のサイズを縮小することが推奨される,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
図環境では	extbackslash centeringを使用することが推奨される,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
"図のフォーマットは .jpg, .png, または .pdf である必要がある",['形式'],Copy of AAAI-format.tex,学会フォーマット
図は LaTeX の外でトリミングする必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
ページレイアウトを変更するコマンドは使用禁止,['形式'],Copy of AAAI-format.tex,学会フォーマット
文献リストのサイズを変更するには特定のフォントサイズコマンドを使用する,['形式'],Copy of AAAI-format.tex,学会フォーマット
明らかに圧縮された論文は受理されない,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
図の解像度が低いファイル形式は使用禁止,['形式'],Copy of AAAI-format.tex,学会フォーマット
ページレイアウトを変更する場合は追加料金が発生する,['形式'],Copy of AAAI-format.tex,学会フォーマット
図のトリミングは LaTeX ではなく外部で行うべき,['形式'],Copy of AAAI-format.tex,学会フォーマット
特定のコマンドは論文の拒否につながる可能性がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
論文の長さを調整するためにグラフィックのサイズを減らすことが推奨される,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
論文はTimes RomanまたはNimbusフォントでフォーマットする必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
Computer ModernやPalatinoフォントは受け付けない,['形式'],Copy of AAAI-format.tex,学会フォーマット
数学にはSymbolまたはLucidaフォントを使用する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
Type 3フォントは使用しないこと,['形式'],Copy of AAAI-format.tex,学会フォーマット
Type 3ビットマップフォントは高解像度プリンタで問題を引き起こす,['形式'],Copy of AAAI-format.tex,学会フォーマット
Type 3フォントを含むファイルは受け付けない,['形式'],Copy of AAAI-format.tex,学会フォーマット
LaTeX2eを使用して必要なフォントパッケージを利用することが推奨される,['形式'],Copy of AAAI-format.tex,学会フォーマット
デフォルトのフォントサイズは10ポイント、行間は12ポイントである,['形式'],Copy of AAAI-format.tex,学会フォーマット
すべてのページは上部余白の直下から始めるべきである,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
PDFのプロパティウィンドウでフォント情報を確認できる,['形式'],Copy of AAAI-format.tex,学会フォーマット
Computer Modernフォントのダウンロード方法,['形式'],Copy of AAAI-format.tex,学会フォーマット
タイトルはミックスケースで表示する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
著者名はタイトルの下に配置する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
著者情報の表示スタイルは著者数や所属機関数によって異なる,['形式'],Copy of AAAI-format.tex,学会フォーマット
新しい段落は10ポイントインデントする必要がある,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
タイトルは16ポイントの太字で表示する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
著者の所属と住所は9ポイントのローマン体で表示する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
アブストラクトの後に二段組形式を開始する必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
著者情報の記載方法,['形式'],Copy of AAAI-format.tex,学会フォーマット
異なる機関からの著者の記載方法,['形式'],Copy of AAAI-format.tex,学会フォーマット
著者の新しい行を開始する方法,['形式'],Copy of AAAI-format.tex,学会フォーマット
タイトルと著者情報が収まらない場合の対処法,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
著作権表示の自動表示,['形式'],Copy of AAAI-format.tex,学会フォーマット
技術報告書における著作権表示の必要性,['形式'],Copy of AAAI-format.tex,学会フォーマット
著作権表示の変更や無効化の注意点,['形式'],Copy of AAAI-format.tex,学会フォーマット
謝辞セクションの配置に関するガイドライン,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
著者やタイトルコマンド内での謝辞の使用方法,['形式'],Copy of AAAI-format.tex,学会フォーマット
謝辞コマンドの脆弱性についての注意,['形式'],Copy of AAAI-format.tex,学会フォーマット
要約の配置とフォーマットに関する要件,"['段落構成', '形式']",Copy of AAAI-format.tex,学会フォーマット
要約の内容に関する要件,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
要約の文字数制限,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
ページ番号を印刷しないこと,['形式'],Copy of AAAI-format.tex,学会フォーマット
本文は10ポイントのフォントサイズで、行間は12ポイントにすること,['形式'],Copy of AAAI-format.tex,学会フォーマット
引用は著者の姓と年を含めること,['文法'],Copy of AAAI-format.tex,学会フォーマット
複数の著者の場合は、最初の著者の姓を記載し、et al.を使用すること,['文法'],Copy of AAAI-format.tex,学会フォーマット
長い引用や抜粋は左右10ポイントのインデントを付けること,['形式'],Copy of AAAI-format.tex,学会フォーマット
脚注は可能な限り避けること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
脚注は連続番号を付け、ページの下部に配置すること,['形式'],Copy of AAAI-format.tex,学会フォーマット
見出しは主要なセクションを分けるために使用すること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
第一レベルの見出しは12ポイントの太字で書くこと,['形式'],Copy of AAAI-format.tex,学会フォーマット
セクション番号の使用は任意,['形式'],Copy of AAAI-format.tex,学会フォーマット
セクション見出しの配置と形式,['形式'],Copy of AAAI-format.tex,学会フォーマット
謝辞セクションは本文の後に配置,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
謝辞は三文以内に制限すること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
付録は謝辞の後に配置,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
参考文献セクションは「参考文献」とラベル付けすること,['形式'],Copy of AAAI-format.tex,学会フォーマット
参考文献セクションは「References」とラベル付けされ、論文の最後に配置されるべきである,"['段落構成', '形式']",Copy of AAAI-format.tex,学会フォーマット
参考文献は一貫した形式で準備されるべきである,['形式'],Copy of AAAI-format.tex,学会フォーマット
図、表、写真は論文内で初めて言及される場所の近くに配置されるべきである,"['段落構成', '形式']",Copy of AAAI-format.tex,学会フォーマット
図は連続的に番号付けされるべきである（例：図1、図2など）,['形式'],Copy of AAAI-format.tex,学会フォーマット
図の番号とキャプションは図の下に表示されるべきである,['形式'],Copy of AAAI-format.tex,学会フォーマット
図のラベルやその他のテキストは少なくとも9ポイントのサイズであるべきである,['形式'],Copy of AAAI-format.tex,学会フォーマット
低解像度のビットマップ（例：72 dpi）は使用できない,['形式'],Copy of AAAI-format.tex,学会フォーマット
図は266 dpi以上の解像度であるべきである,['形式'],Copy of AAAI-format.tex,学会フォーマット
LaTeXでは図や表の一部が余白に配置されることがある,"['段落構成', '形式']",Copy of AAAI-format.tex,学会フォーマット
図や表、方程式が余白に侵入することの禁止,['形式'],Copy of AAAI-format.tex,学会フォーマット
オーバーフローを修正しないとテキストが削除される,['形式'],Copy of AAAI-format.tex,学会フォーマット
論文は白黒およびグレースケールで印刷される,['形式'],Copy of AAAI-format.tex,学会フォーマット
カラー図を避けることの推奨,['形式'],Copy of AAAI-format.tex,学会フォーマット
色の参照は読者に理解されない可能性がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
コンピュータ描画ソフトの使用推奨,['形式'],Copy of AAAI-format.tex,学会フォーマット
均一な線幅の使用推奨,['形式'],Copy of AAAI-format.tex,学会フォーマット
シャーディングエリア上にラベルを作成しないこと,['形式'],Copy of AAAI-format.tex,学会フォーマット
図の呼び出しにはTimes RomanまたはHelveticaを使用すること,['形式'],Copy of AAAI-format.tex,学会フォーマット
細い線幅の使用禁止,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFのメディアボックスのサイズ変更は、グラフィックスプログラムを使用して行うべき,['形式'],Copy of AAAI-format.tex,学会フォーマット
すべてのフォントは、LaTeX文書に含める前にグラフィックスに埋め込む必要がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
文献リストのフォーマットには、aaai.styファイルとaaai.bstスタイルファイルが必要,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
文献リストの最後に特定のコマンドを追加する必要がある,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
文献を引用するためのコマンドがいくつか用意されている,['形式'],Copy of AAAI-format.tex,学会フォーマット
aaai.styファイルはhyperrefおよびnatbibパッケージと互換性がない,['形式'],Copy of AAAI-format.tex,学会フォーマット
書籍の引用形式には複数の著者が含まれる場合がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
複数の著者による書籍の引用形式,['形式'],Copy of AAAI-format.tex,学会フォーマット
学術雑誌の記事の引用形式,['形式'],Copy of AAAI-format.tex,学会フォーマット
雑誌記事の引用形式,['形式'],Copy of AAAI-format.tex,学会フォーマット
学会発表論文の引用形式（学会発行）,['形式'],Copy of AAAI-format.tex,学会フォーマット
学会発表論文の引用形式（出版社発行）,['形式'],Copy of AAAI-format.tex,学会フォーマット
大学の技術報告書の引用形式,['形式'],Copy of AAAI-format.tex,学会フォーマット
学位論文の引用形式,['形式'],Copy of AAAI-format.tex,学会フォーマット
今後の出版物の引用形式,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFファイルはプラットフォームに依存しない,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
PDFファイルは誰でもアクセス可能,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
タイプ1フォントの使用,['形式'],Copy of AAAI-format.tex,学会フォーマット
標準のTimes、Nimbus、CMRフォントパッケージの使用,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDF作成時にすべてのフォントを埋め込むこと,['形式'],Copy of AAAI-format.tex,学会フォーマット
[T1]フォントエンコーディングパッケージの使用を避けること,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFLaTeXを使用して出力を作成することが必要,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFLaTeXはドキュメントをタイプ1フォントで作成する,['形式'],Copy of AAAI-format.tex,学会フォーマット
dvipdfスクリプトの使用を避けること,['形式'],Copy of AAAI-format.tex,学会フォーマット
dvipdfmパッケージの使用を避けること,['形式'],Copy of AAAI-format.tex,学会フォーマット
Ghostscriptを使用してPDFを作成しないこと,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFファイルにタイプ3フォントが含まれている場合、グラフィックスに問題がある可能性,['形式'],Copy of AAAI-format.tex,学会フォーマット
PDFファイルのページサイズがA4であることの確認,['形式'],Copy of AAAI-format.tex,学会フォーマット
すべてのフォントが埋め込まれていることの確認,['形式'],Copy of AAAI-format.tex,学会フォーマット
数式や図が余白にかかっていないかの確認,['形式'],Copy of AAAI-format.tex,学会フォーマット
すべての図を含めていることの確認,['形式'],Copy of AAAI-format.tex,学会フォーマット
タイトルの混合ケースの大文字小文字のルールに従っていることの確認,['形式'],Copy of AAAI-format.tex,学会フォーマット
著作権表示を含めていることの確認,['形式'],Copy of AAAI-format.tex,学会フォーマット
ページが遅くスクロールしないことの確認,['形式'],Copy of AAAI-format.tex,学会フォーマット
URLが下線付きで色付きであることの確認,['形式'],Copy of AAAI-format.tex,学会フォーマット
不適切にフォーマットされたファイルは出版に含まれない可能性がある,['形式'],Copy of AAAI-format.tex,学会フォーマット
ファイル名の重要性,['形式'],Copy of AAAI-format.tex,学会フォーマット
AAAIへの電子ファイル提出は二段階のプロセス,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
提出に関する詳細は著者登録と提出指示を参照すること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
技術的な質問は専門家に問い合わせること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
複雑なマクロやスタイルファイルの使用を避けること,['形式'],Copy of AAAI-format.tex,学会フォーマット
AAAI Pressの連絡先情報,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
LaTeXの習得は難しい,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
Michael Shellの文書が役立つ可能性がある,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
AAAIはaaai.styファイルの実装に感謝している,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
他のスタイルハッカーのアイデアを利用していること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
Barbara Beeton の貢献,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
George Ferguson のスタイルと BibTeX ファイルのガイド,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
Hans Guesgen のタイムリーな修正,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
AAAI スタイルへの改善提案の送信者,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
Schlumberger Palo Alto Research のサポート,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
AT&T Bell Laboratories のサポート,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
Morgan Kaufmann Publishers のサポート,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
"The Live Oak Press, LLC のサポート",['段落構成'],Copy of AAAI-format.tex,学会フォーマット
AAAI Press のサポート,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
Sunil Issar による文献スタイルの変更,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
