knowledge,issue_category,reference_url,knowledge_type
論文タイトルから「An Investigation of」「An Analysis of」「Conference on」などの馴染みのある報告や情報収集を示すフレーズを削除して短縮すること,"['段落構成', '単語']",19900017394-ページ-46.pdf (Page 1),一般的な論文
三語以上のハイフン結合語では、最初の要素と主要な単語を大文字化すること,['形式'],19900017394-ページ-94.pdf (Page 1),一般的な論文
通常小文字の短い単語が大文字の単語と並ぶ場合、その短い単語も大文字化すること,['形式'],19900017394-ページ-94.pdf (Page 1),一般的な論文
不定詞の to は大文字化すること（例外として一部の権威あるスタイルでは小文字推奨）,['形式'],19900017394-ページ-94.pdf (Page 1),一般的な論文
通常小文字の略語は常に小文字のまま使用すること（特に単位の略語）,['形式'],19900017394-ページ-94.pdf (Page 1),一般的な論文
固有名詞には見出しスタイルの大文字化を適用すること,['形式'],19900017394-ページ-94.pdf (Page 1),一般的な論文
見出しや表のタイトルは見出しスタイルの大文字化を用いること,['形式'],19900017394-ページ-94.pdf (Page 1),一般的な論文
略語は単語やフレーズの短縮形であり、通常はピリオドを伴うことが多いが、標準的な形が辞書等で確認できること,['形式'],19900017394-ページ-94.pdf (Page 1),一般的な論文
頭字語（アクロニム）は用語の各部分の頭文字から形成され、ピリオドを含まず、定義が必要な場合が多いこと,['形式'],19900017394-ページ-94.pdf (Page 1),一般的な論文
番号付きリストの番号の後にはピリオドを付けること,['形式'],19900017394-ページ-80.pdf (Page 1),一般的な論文
括弧内の完全な文は大文字で始めず、ピリオドも付けないこと,['文法'],19900017394-ページ-80.pdf (Page 1),一般的な論文
括弧内の句読点は括弧の内側に置き、文の句読点は括弧の外側に置くこと,"['文法', '形式']",19900017394-ページ-80.pdf (Page 1),一般的な論文
括弧の前に続く語を限定する場合はコンマを置くこと,['形式'],19900017394-ページ-80.pdf (Page 1),一般的な論文
完全な文の終わりにのみピリオドを使用すること（主語と述語を含む文）,['文法'],19900017394-ページ-80.pdf (Page 1),一般的な論文
別行の見出し、ランニングヘッド、表のタイトル、番号付きリストの項目にはピリオドを付けないこと（ただし項目が完全な文の場合は例外）,['形式'],19900017394-ページ-80.pdf (Page 1),一般的な論文
主語と動詞は文の最重要要素であることの強調,['文法'],19900017394-ページ-36.pdf (Page 1),一般的な論文
主語と動詞の関係を明確にし、動詞をより力強くすることで文の質を向上させること,['文法'],19900017394-ページ-36.pdf (Page 1),一般的な論文
主語は明確で具体的な語で表現すること,"['文法', '単語']",19900017394-ページ-36.pdf (Page 1),一般的な論文
受動態、能動態、連結動詞の3種類の文の型を理解し使い分けること,['文法'],19900017394-ページ-36.pdf (Page 1),一般的な論文
文の主語は文の主題と必ずしも一致しないことに注意すること,['文法'],19900017394-ページ-36.pdf (Page 1),一般的な論文
分詞句が修飾する名詞が明確でない場合はダングリング・パーティシプルとして避けること,['文法'],19900017394-ページ-35.pdf (Page 1),一般的な論文
導入部の動名詞や不定詞句が明確に副詞的用法の場合は慣用的に許容されること,['文法'],19900017394-ページ-35.pdf (Page 1),一般的な論文
ダングリング・パーティシプルは技術文書では文法的に誤りだが、誤解されにくいため完全禁止ではないこと,['文法'],19900017394-ページ-35.pdf (Page 1),一般的な論文
ダングリング・パーティシプルが誤解を招く場合は修正し、修飾対象を明確にすること,['文法'],19900017394-ページ-35.pdf (Page 1),一般的な論文
文法と句読点のルールに従い、意味が明確に伝わる文章を作成すること,['文法'],19900017394-ページ-10.pdf (Page 1),一般的な論文
文法ルールは変化し不整合がある場合もあるが、効果的な文章表現を妨げない範囲で適用すること,['文法'],19900017394-ページ-10.pdf (Page 1),一般的な論文
文章の効果的な構成には、文の要素の適切な配列（構文）が必要であること,['段落構成'],19900017394-ページ-10.pdf (Page 1),一般的な論文
編集者は一貫性のある文法と句読点のルール適用を確認し、コピー編集を行うこと,"['文法', '段落構成']",19900017394-ページ-10.pdf (Page 1),一般的な論文
文法的に正しい文でも、文章構造の改善によって効果的な表現に改訂することが推奨されること,"['文法', '段落構成']",19900017394-ページ-10.pdf (Page 1),一般的な論文
名詞は格（主格、目的格、所有格）と数（単数・複数）を示す形に変化し、英語では主格と目的格は同形であることを理解すること,['文法'],19900017394-ページ-10.pdf (Page 1),一般的な論文
比較表現は明確に比較対象を示すこと,"['文法', '段落構成']",19900017394-ページ-48.pdf (Page 1),一般的な論文
比較文では曖昧な表現を避け、比較対象を具体的に記述すること,['文法'],19900017394-ページ-48.pdf (Page 1),一般的な論文
比較の形容詞・副詞は原級、比較級、最上級を正しく使い分けること,"['文法', '単語']",19900017394-ページ-48.pdf (Page 1),一般的な論文
比較級は語尾に-erを付けるかmore/lessを前に置いて形成すること,"['文法', '単語']",19900017394-ページ-48.pdf (Page 1),一般的な論文
最上級は語尾に-estを付けるか most/leastを前に置いて形成すること,"['文法', '単語']",19900017394-ページ-48.pdf (Page 1),一般的な論文
3音節以上の形容詞やほとんどの副詞はmore/mostまたはless/leastで比較級・最上級を作ること,"['文法', '単語']",19900017394-ページ-48.pdf (Page 1),一般的な論文
絶対分詞は先行詞を持たず、文中で独立して意味を成すこと,['文法'],19900017394-ページ-33.pdf (Page 1),一般的な論文
絶対分詞は文中で先行詞が存在しないことを確認し、先行詞がある場合は誤用とみなすこと,['文法'],19900017394-ページ-33.pdf (Page 1),一般的な論文
絶対分詞の誤用例として、先行詞がある分詞句は絶対分詞ではなく、修飾語として扱うこと,['文法'],19900017394-ページ-33.pdf (Page 1),一般的な論文
技術文書における絶対分詞は慣用的なものに限定し、慣用でない場合は副詞的表現に書き換えることを推奨,['文法'],19900017394-ページ-33.pdf (Page 1),一般的な論文
絶対分詞の代わりに副詞的表現を用いることで文の明確さと読みやすさを向上させること,['文法'],19900017394-ページ-33.pdf (Page 1),一般的な論文
文末の分詞句が主語を非制限的に修飾する場合は絶対分詞とみなさず、非制限的修飾として扱うこと,['文法'],19900017394-ページ-33.pdf (Page 1),一般的な論文
単語の分割は音節間でのみ行うこと,['段落構成'],19900017394-ページ-73.pdf (Page 1),一般的な論文
単語の分割位置は辞書の音節区切りに従うこと,['段落構成'],19900017394-ページ-73.pdf (Page 1),一般的な論文
行末の単語分割で1文字だけを行末または行頭に残さないこと,['段落構成'],19900017394-ページ-73.pdf (Page 1),一般的な論文
2文字の音節は行末に残してよいが、2文字の語尾は次行に繰り越さないこと,['段落構成'],19900017394-ページ-73.pdf (Page 1),一般的な論文
段落末、ページ末、参考文献や図表キャプションの最後の単語は分割しないこと,['段落構成'],19900017394-ページ-73.pdf (Page 1),一般的な論文
ハイフンでつながれた複合語はハイフンの位置でのみ分割すること,['段落構成'],19900017394-ページ-73.pdf (Page 1),一般的な論文
固有の複合語は自然な区切り（接頭辞・接尾辞の前後）で分割すること,['段落構成'],19900017394-ページ-73.pdf (Page 1),一般的な論文
連続した行末のハイフン分割は避けること,['段落構成'],19900017394-ページ-73.pdf (Page 1),一般的な論文
接頭辞の後のハイフンは原則として省略する傾向にあること,['形式'],19900017394-ページ-73.pdf (Page 1),一般的な論文
"以下の接頭辞には必ずハイフンを付けること：all-, quasi-, half-, self-, quarter-, ex-",['形式'],19900017394-ページ-73.pdf (Page 1),一般的な論文
非制限的副詞節はカンマで囲むこと,['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
導入的副詞節は修飾する節からカンマで区切ること,['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
修飾する節の前に置かれる内部副詞節には、明確に非制限的でない限りカンマを置かないこと,['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
"時間を表す副詞節（when, whenever, after, as soon as, just as, before, since, until, while）は主動詞を修飾する場合制限的とみなすこと",['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
"場所を表す副詞節（after, before, where, wherever）は通常制限的だが非制限的の場合もあることを考慮すること",['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
"様態を表す副詞節（how, just as, as, as if, as though）は通常制限的とみなすこと",['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
"比較や程度を表す副詞節（else, other, rather, as, than）は通常制限的とみなすこと",['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
"条件を表す副詞節（if, as though, except, provided, unless, whether）は通常制限的とみなすこと",['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
"譲歩を表す副詞節（although, even, while, whereas, though）は常に非制限的とみなすこと",['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
"原因や理由を表す副詞節は、becauseは通常制限的、since, as, inasmuch asは通常非制限的とみなすこと",['文法'],19900017394-ページ-66.pdf (Page 1),一般的な論文
動詞の時制は文書内の視点に応じて一貫性を保つこと,['文法'],19900017394-ページ-17.pdf (Page 1),一般的な論文
同じ視点（説明、叙述、描写、論証）を表す文は同じ時制で統一すること,['文法'],19900017394-ページ-17.pdf (Page 1),一般的な論文
視点が変わる場合は時制もそれに応じて変えること,['文法'],19900017394-ページ-17.pdf (Page 1),一般的な論文
要約（Summary）は通常過去形で記述すること,['文法'],19900017394-ページ-17.pdf (Page 1),一般的な論文
過去の研究（参考文献の記述など）は過去形で表現すること,['文法'],19900017394-ページ-17.pdf (Page 1),一般的な論文
恒久的な施設や設備の説明は現在形で記述すること,['文法'],19900017394-ページ-17.pdf (Page 1),一般的な論文
特定の研究における実験手順や装置の説明は過去形で記述すること,['文法'],19900017394-ページ-17.pdf (Page 1),一般的な論文
形容詞節を副詞句に変更する際は意味の変化に注意すること,['文法'],19900017394-ページ-42.pdf (Page 1),一般的な論文
論文中の論理的に等しい複数の要素は同じ文法構造で並列に記述すること,['文法'],19900017394-ページ-42.pdf (Page 1),一般的な論文
単語は単語と、句は句と、従属節は従属節と、独立節は独立節と並列に記述すること,['文法'],19900017394-ページ-42.pdf (Page 1),一般的な論文
論理的に等しくない節は並列ではなく従属構造で記述すること,['文法'],19900017394-ページ-42.pdf (Page 1),一般的な論文
"並列接続詞（and, or, but）や相関接続詞（either ... or, both ... and, not only ... but also）、接続副詞（therefore, otherwise, however）、および独立節をつなぐセミコロンは並列構造を要求すること",['文法'],19900017394-ページ-42.pdf (Page 1),一般的な論文
3つ以上の要素の列挙にはカンマを用いること,['形式'],19900017394-ページ-62.pdf (Page 1),一般的な論文
列挙の最後の要素の前の接続詞の前にカンマ（シリアルカンマ）を入れることを推奨する,['形式'],19900017394-ページ-62.pdf (Page 1),一般的な論文
導入句や導入節の後にはカンマを置くことが標準的な慣習である,['形式'],19900017394-ページ-62.pdf (Page 1),一般的な論文
導入句が短い副詞句の場合、カンマは明瞭さが必要な場合のみ使用可能である,['形式'],19900017394-ページ-62.pdf (Page 1),一般的な論文
導入節の例として、従属節、分詞句、動名詞句、不定詞句の後にカンマを置くことが挙げられる,['形式'],19900017394-ページ-62.pdf (Page 1),一般的な論文
作品タイトルは大文字で始めること,['形式'],19900017394-ページ-102.pdf (Page 1),一般的な論文
歴史的文書のタイトルは大文字で表記すること,['形式'],19900017394-ページ-102.pdf (Page 1),一般的な論文
文書、エッセイ、記事のタイトルは大文字で表記すること,['形式'],19900017394-ページ-102.pdf (Page 1),一般的な論文
コンピュータプログラム名は出版された場合、大文字で表記すること,['形式'],19900017394-ページ-102.pdf (Page 1),一般的な論文
コンピュータプログラムのモジュール名やアルゴリズム名は小文字で表記すること,['形式'],19900017394-ページ-102.pdf (Page 1),一般的な論文
公法の名称は大文字で表記すること,['形式'],19900017394-ページ-102.pdf (Page 1),一般的な論文
美術作品や音楽作品のタイトルは大文字で表記すること,['形式'],19900017394-ページ-102.pdf (Page 1),一般的な論文
タイトルの大文字表記はアップスタイル（各主要単語の頭文字を大文字）を推奨すること,['形式'],19900017394-ページ-102.pdf (Page 1),一般的な論文
条件を示す節には 'if' を使い、選択肢を示す節には 'whether' を使うこと,['文法'],19900017394-ページ-30.pdf (Page 1),一般的な論文
"場所や位置を示す場合に 'where' を使い、関係代名詞や 'that', 'when' の代わりに誤用しないこと",['文法'],19900017394-ページ-30.pdf (Page 1),一般的な論文
'while' を 'although' の意味で使う場合は、同時性の意味を損なわない範囲で許容されるが、一般的には注意が必要であること,['文法'],19900017394-ページ-30.pdf (Page 1),一般的な論文
名詞節を導く従属接続詞 'that' は省略可能だが、省略は推奨されず、明示的に記述することが望ましい,['文法'],19900017394-ページ-30.pdf (Page 1),一般的な論文
パラレリズムの保持による論理的な文構造の推奨,['文法'],19900017394-ページ-108.pdf (Page 1),一般的な論文
非制限的修飾語は文の基本的意味を限定しない形で使用すること,['文法'],19900017394-ページ-108.pdf (Page 1),一般的な論文
間接引用は従属節として表現すること,['文法'],19900017394-ページ-108.pdf (Page 1),一般的な論文
省略記号は三つの均等に間隔をあけたピリオド（...）で表記すること,['形式'],19900017394-ページ-108.pdf (Page 1),一般的な論文
句読点は誤読を防ぐために必要最小限の使用にとどめるオープンスタイルを推奨,['形式'],19900017394-ページ-108.pdf (Page 1),一般的な論文
句読点の丸（ピリオド）は宣言文や命令文の終わりに使用し、略語の表示にも用いること,['形式'],19900017394-ページ-108.pdf (Page 1),一般的な論文
括弧は非制限的または挿入的要素を囲むために使用すること,['形式'],19900017394-ページ-108.pdf (Page 1),一般的な論文
分詞は形容詞として用いられ、現在分詞は-ing形、過去分詞は-ed形で表記すること,['文法'],19900017394-ページ-108.pdf (Page 1),一般的な論文
受動態は主語が動作を受ける動詞または文として用いること,['文法'],19900017394-ページ-108.pdf (Page 1),一般的な論文
疑問符はピリオドやコンマに優先して使用すること,['文法'],19900017394-ページ-84.pdf (Page 1),一般的な論文
疑問符は引用符や括弧の直前に置くのは、疑問符が引用内または括弧内の一部である場合のみとすること,['文法'],19900017394-ページ-84.pdf (Page 1),一般的な論文
疑問符で文が終わる場合、ピリオドは省略すること,['文法'],19900017394-ページ-84.pdf (Page 1),一般的な論文
疑問符の後にコンマを置かず、必要ならセミコロンを用いること,['文法'],19900017394-ページ-84.pdf (Page 1),一般的な論文
引用符は他の文献からの引用、直接話法、または周囲のテキストと区別する必要がある語句を囲むために使用し、必ず対で用いること,['形式'],19900017394-ページ-84.pdf (Page 1),一般的な論文
"通常は二重引用符（"" ""）を使用し、二重引用符内でさらに引用がある場合は単一引用符（' '）を使用すること",['形式'],19900017394-ページ-84.pdf (Page 1),一般的な論文
引用符で囲む引用文の出典は、文脈または参照文献で明確に示すこと,['形式'],19900017394-ページ-84.pdf (Page 1),一般的な論文
長い引用文でも引用符で囲み、引用文の長さに制限はないこと,['形式'],19900017394-ページ-84.pdf (Page 1),一般的な論文
表の副題、ヘッドノート、ボックスヘッド、単語・フレーズ・文からなる表の項目は文頭式大文字で表記,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
脚注（本文または表の脚注）は文頭式大文字で表記,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
図のキャプションは文頭式大文字で表記し、図番号の後にピリオドを付ける,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
図のラベルは頭文字大文字（イニシャルキャップ）で表記し、全大文字や大文字・小文字混在は避けることが推奨される,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
記号式表現中の単語やフレーズは文頭式大文字で表記,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
見出しの大文字表記はヘッドラインスタイルを用い、主要語をすべて大文字で始める,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
"ヘッドラインスタイルでは冠詞（a, an, the）、前置詞・副詞（at, by, for, of, in, up, on, to）、接続詞（and, as, but, if, or, nor）は小文字のままにする",['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
ヘッドラインスタイルでは4文字以上の単語は主要語とみなし大文字で始める,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
ヘッドラインスタイルでは見出しの最初と最後の単語は必ず大文字で始める,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
ヘッドラインスタイルの2語からなるハイフン結合語では両方の要素を大文字で始めるが、複合数詞の後半要素は小文字のままにする,['形式'],19900017394-ページ-93.pdf (Page 1),一般的な論文
制限用法の関係代名詞には原則としてthatを使用すること,['文法'],19900017394-ページ-15.pdf (Page 1),一般的な論文
前置詞の後にはwhichを使用すること,['文法'],19900017394-ページ-15.pdf (Page 1),一般的な論文
指示詞thatの後にはwhichを使用すること,['文法'],19900017394-ページ-15.pdf (Page 1),一般的な論文
関係代名詞と先行詞の間に節や句が入る場合はwhichを使用し、より自然な表現とすること,['文法'],19900017394-ページ-15.pdf (Page 1),一般的な論文
制限用法の関係代名詞thatの省略は推奨されないため、明示的にthatを記述すること,['文法'],19900017394-ページ-15.pdf (Page 1),一般的な論文
関係代名詞whoは主格、whomは目的格を示すため、文脈に応じて正しい格を使用すること,['文法'],19900017394-ページ-15.pdf (Page 1),一般的な論文
関係代名詞の格の判別が難しい場合は、関係節を独立節に書き換え、代名詞の格を確認して正しい関係代名詞を選択すること,['文法'],19900017394-ページ-15.pdf (Page 1),一般的な論文
主語と動詞は近接させて配置すること,['段落構成'],19900017394-ページ-37.pdf (Page 1),一般的な論文
受動態より能動態を優先して用いること,['文法'],19900017394-ページ-37.pdf (Page 1),一般的な論文
間接構文（expletive構文）は冗長で避けることが望ましい,['文法'],19900017394-ページ-37.pdf (Page 1),一般的な論文
文の主語は前文の主語と関連付けて選ぶこと,['段落構成'],19900017394-ページ-37.pdf (Page 1),一般的な論文
動詞の本来の行為を主語に近い位置に置くことで読みやすさを向上させること,"['段落構成', '文法']",19900017394-ページ-37.pdf (Page 1),一般的な論文
比較文における指示対象の明確化,['文法'],19900017394-ページ-50.pdf (Page 1),一般的な論文
比較文での指示対象が不明瞭な場合は、文を言い換えるか比較対象を繰り返すこと,['文法'],19900017394-ページ-50.pdf (Page 1),一般的な論文
比較文での標準（基準）を明確に示すことが必須であり、示されていない比較は意味をなさないこと,['文法'],19900017394-ページ-50.pdf (Page 1),一般的な論文
比較文でのthanを用いた構文以外にも比較を表す構文が存在し、適切に使い分ける必要があること,['文法'],19900017394-ページ-50.pdf (Page 1),一般的な論文
動詞compareは意味に応じてtoまたはwithを用いること,['文法'],19900017394-ページ-50.pdf (Page 1),一般的な論文
動詞compareは、二つのものを並べて違いまたは類似点を調べる目的の場合はwithを用いることが適切であること,['文法'],19900017394-ページ-50.pdf (Page 1),一般的な論文
"比較文でのparticipial phrase ""compared with""は、しばしば不適切なぶら下がり修飾語として使われることがあり、より適切な構文に書き換えることが望ましいこと",['文法'],19900017394-ページ-50.pdf (Page 1),一般的な論文
主語と動詞の間に修飾語を多用しすぎないこと,['文法'],19900017394-ページ-41.pdf (Page 1),一般的な論文
形容詞句や関係節は修飾する名詞の近くに配置すること,['文法'],19900017394-ページ-41.pdf (Page 1),一般的な論文
長い形容詞句や関係節が主語と動詞の間に入る場合、修正方法として修飾語を短縮することがある,['文法'],19900017394-ページ-41.pdf (Page 1),一般的な論文
主語と動詞の語順を入れ替えることで長い修飾語の問題を回避できるが、強調が変わり不自然に聞こえることがある,['文法'],19900017394-ページ-41.pdf (Page 1),一般的な論文
