knowledge,issue_category,reference_url,knowledge_type
PDF作成時にすべてのフォントを埋め込む,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
[T1]{fontenc}パッケージの使用禁止,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
PDF	extbackslash LaTeX{}を使用してPDF文書を作成することが必要,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
dvipdfスクリプトの使用禁止,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
dvipdfmパッケージの使用禁止,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
Ghostscriptを使用してPDFを作成しないこと,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
インポートしたグラフィックファイルのフォント問題を確認すること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
ページサイズをA4に設定,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
タイプ3フォントの使用禁止,['文法'],Copy of AAAI-format.tex,学会フォーマット
すべてのフォントを埋め込むこと,['文法'],Copy of AAAI-format.tex,学会フォーマット
数式や図が余白にかからないようにする,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
すべての図を含めること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
タイトルの混合ケースキャピタリゼーションルールに従うこと,['文法'],Copy of AAAI-format.tex,学会フォーマット
著作権表示を含めること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
URLを下線付きで色付きにすること,['文法'],Copy of AAAI-format.tex,学会フォーマット
ファイルのフォーマットが不適切な場合、論文が出版されない可能性がある,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
LaTeX 209を使用しないこと,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
論文はLaTeX 2eに変換すること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
電子ファイルの名前は姓で設定すること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
一般的または解読不可能な名前の使用を避けること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
著者登録と提出手順を確認すること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット　##情報不足
論文提出は二段階のプロセスであること,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
論文はシンプルに保つこと,['段落構成'],Copy of AAAI-format.tex,学会フォーマット　## 情報不足
複雑なマクロやスタイルファイルの使用禁止,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
参考文献は著者名と年を記載,['文法'],Copy of AAAI-format.tex,学会フォーマット
文書の内容が明確であることを確認,['文法'],Copy of AAAI-format.tex,学会フォーマット
謝辞セクションは必要ない,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
著者名や貢献者の詳細は省略する,['段落構成'],Copy of AAAI-format.tex,学会フォーマット
